date,close,high,low
2023-08-16,18062.5,18166.7,17936.52
2023-08-17,17969.27,18130.45,17956.88
2023-08-20,18033.22,18101.1,17969.27
2023-08-21,17920.48,18123.52,17899.07
2023-08-22,18216.63,18256.85,17920.48
2023-08-23,18133.42,18322.06,18130.61
2023-08-24,18207.82,18237.14,18133.42
2023-08-27,18516.59,18516.59,18207.82
2023-08-28,18584.84,18757.12,18516.59
2023-08-29,18629.34,18709.86,18584.84
2023-08-30,18818.15,18832.19,18629.34
2023-08-31,18873.82,18884.8,18726.61
2023-09-03,18726.01,18955.2,18726.01
2023-09-04,18910.99,18945.24,18726.01
2023-09-05,19044.39,19145.76,18910.99
2023-09-06,19224.52,19287.49,19044.39
2023-09-07,19375.68,19471.4,19224.52
2023-09-10,19577.85,19676.17,19375.64
2023-09-11,19278.72,19601.16,19238.42
2023-09-12,19144.09,19285.98,19112.04
2023-09-13,19361.7,19408.92,19144.09
2023-09-14,19540.33,19640.16,19361.7
2023-09-17,19668.82,19772.59,19540.33
2023-09-18,19751.78,19762.12,19586.73
2023-09-19,19954.3,20049.38,19712.27
2023-09-20,19797.23,20264.0,19714.75
2023-09-21,20080.57,20081.14,19692.58
2023-09-24,20213.7,20325.68,20077.86
2023-09-25,20320.56,20498.51,20213.7
2023-09-26,20354.86,20530.34,20320.56
2023-09-27,20174.28,20429.24,20086.4
2023-10-01,20054.72,20222.42,19979.44
2023-10-02,19901.24,20161.8,19608.7
2023-10-03,19706.96,19925.89,19652.16
2023-10-04,19873.31,19896.75,19661.31
2023-10-08,19357.42,19873.31,18455.84
2023-10-09,19409.78,19464.26,19219.35
2023-10-10,19724.32,19748.67,19276.31
2023-10-11,19653.49,19913.31,19653.49
2023-10-12,20002.1,20002.1,19653.49
2023-10-15,20324.96,20464.66,20002.1
2023-10-16,21032.35,21328.43,20324.96
2023-10-17,22073.95,22143.13,21032.35
2023-10-18,22117.4,22424.27,21974.8
2023-10-19,21616.6,22216.79,21616.6
2023-10-22,22128.49,22202.78,21586.32
2023-10-23,22572.49,22614.7,22128.49
2023-10-24,22377.39,22841.06,21859.28
2023-10-25,23131.96,23226.61,22377.39
2023-10-26,23262.27,23438.6,22911.53
2023-10-29,23086.72,23411.92,23086.72
2023-10-30,23435.65,23559.26,23086.72
2023-10-31,22550.65,23573.84,22550.65
2023-11-01,22433.38,22912.29,22203.5
2023-11-02,22639.59,22880.1,22433.38
2023-11-05,23094.69,23247.26,22639.59
2023-11-06,23059.15,23246.11,23011.39
2023-11-07,23393.41,23479.13,23059.15
2023-11-08,23986.56,24136.42,23393.41
2023-11-09,24312.92,24543.08,23986.56
2023-11-12,23910.66,24469.89,23857.12
2023-11-13,23954.96,24073.77,23695.45
2023-11-14,23894.06,24216.81,23842.85
2023-11-15,24138.8,24196.64,23894.06
2023-11-16,24383.27,24451.66,24138.8
2023-11-19,24899.59,24958.74,24383.27
2023-11-20,24760.02,25337.9,24725.87
2023-11-21,24774.04,24774.04,24399.98
2023-11-22,25029.57,25097.23,24774.04
2023-11-23,25519.49,25563.41,25029.57
2023-11-26,25300.32,25742.25,25241.54
2023-11-27,25905.54,25943.82,25300.32
2023-11-28,25121.73,25928.41,25121.73
2023-11-29,24759.16,25202.24,24554.91
2023-11-30,24735.39,25016.7,24416.9
2023-12-03,24571.98,24809.48,24491.7
2023-12-04,25265.41,25322.99,24571.98
2023-12-05,25127.91,25443.73,24978.42
2023-12-06,24703.55,25307.33,24702.29
2023-12-07,24686.16,24710.18,24056.42
2023-12-10,24189.83,24771.62,24189.83
2023-12-11,24182.06,24260.63,23941.71
2023-12-12,24071.66,24414.73,23968.87
2023-12-13,24773.92,24827.06,24071.66
2023-12-14,24722.82,25056.35,24722.82
2023-12-17,24792.14,24979.07,24722.82
2023-12-18,25334.09,25422.08,24792.14
2023-12-19,25076.42,25532.03,25076.42
2023-12-20,24837.56,25263.72,24831.11
2023-12-21,24305.09,25077.43,24262.2
2023-12-24,23822.17,24578.48,23822.17
2023-12-25,24226.68,24260.41,23730.17
2023-12-26,23994.54,24407.51,23857.89
2023-12-27,24351.12,24480.99,23994.54
2023-12-28,24691.43,25780.7,24351.12
2023-12-31,24894.26,25118.11,24691.43
2024-01-02,25501.94,25501.94,24894.26
2024-01-03,25408.51,25652.85,25381.93
2024-01-04,25350.28,25478.96,25324.04
2024-01-08,25344.63,25495.5,25278.7
2024-01-09,25589.99,25622.96,25344.63
2024-01-10,25466.75,25707.26,25466.75
2024-01-11,25519.25,25575.69,25367.78
2024-01-14,25974.84,25996.31,25519.25
2024-01-15,26250.73,26376.85,25974.84
2024-01-16,26938.14,26938.14,26250.73
2024-01-17,26758.26,27163.51,26756.78
2024-01-18,26842.67,26931.2,26670.6
2024-01-21,27719.37,27741.56,26842.67
2024-01-22,28050.33,28121.08,27719.37
2024-01-23,27587.0,28102.33,27536.78
2024-01-24,27666.18,27701.73,27468.78
2024-01-28,28625.76,28847.14,27666.18
2024-01-29,29227.79,29431.62,28625.76
2024-01-30,30347.3,30347.3,29194.84
2024-01-31,28281.91,30695.6,28224.97
2024-02-01,28434.37,28485.05,26467.16
2024-02-04,27573.5,28478.54,27164.06
2024-02-05,27665.75,27903.0,27504.07
2024-02-06,27270.63,27880.7,27035.19
2024-02-07,27905.95,28280.18,27270.63
2024-02-08,28411.41,28411.41,27866.66
2024-02-11,28199.04,28620.16,27972.65
2024-02-12,28494.72,28689.42,27686.9
2024-02-13,28604.54,28836.39,28307.27
2024-02-14,28874.99,28972.46,28604.54
2024-02-15,28926.15,29073.3,28811.54
2024-02-18,29125.57,29177.87,28926.15
2024-02-19,29452.4,29498.55,29104.75
2024-02-20,29330.66,29660.61,29326.51
2024-02-21,29292.05,29496.45,29150.82
2024-02-22,29309.73,29475.8,29215.3
2024-02-25,27840.86,29309.73,27125.19
2024-02-26,28931.92,29339.72,27809.77
2024-02-27,29205.16,29998.91,28931.92
2024-02-28,28876.46,29788.39,28876.46
2024-02-29,28964.41,29195.15,28356.31
2024-03-03,29058.33,29396.22,28609.04
2024-03-04,30542.33,30643.0,29058.33
2024-03-05,30668.89,31159.5,30146.53
2024-03-06,29743.11,32215.0,29743.11
2024-03-07,31300.54,31300.54,29743.11
2024-03-10,32919.95,33062.74,31300.54
2024-03-11,33382.51,34493.56,32919.95
2024-03-12,32661.61,33382.51,31982.01
2024-03-13,31013.88,32757.39,30485.67
2024-03-14,31316.43,31593.29,29960.74
2024-03-17,31061.88,31781.62,31061.88
2024-03-18,29091.29,31062.52,29091.29
2024-03-19,28675.7,29091.29,28168.9
2024-03-20,28589.37,29229.09,28545.45
2024-03-21,29054.96,29096.55,28280.32
2024-03-24,29060.02,29379.12,28769.34
2024-03-25,29344.46,29344.46,28940.29
2024-03-26,29057.5,29538.38,28997.13
2024-03-27,28224.37,29114.08,28054.18
2024-03-28,27559.35,28224.37,27559.35
2024-03-31,26883.39,27630.08,26358.79
2024-04-01,28297.17,28297.17,26883.39
2024-04-02,27934.36,28657.49,27934.36
2024-04-03,27937.22,27978.76,27643.5
2024-04-04,28506.16,28617.67,27937.22
2024-04-07,28151.66,28894.27,28151.66
2024-04-08,28503.75,28555.11,28130.53
2024-04-15,29616.47,29661.1,28503.75
2024-04-16,29400.84,29797.23,29387.87
2024-04-17,29667.71,29867.14,29400.57
2024-04-18,28332.65,30071.29,27797.06
2024-04-21,28623.39,28941.4,28332.65
2024-04-22,28144.22,28849.68,28144.22
2024-04-23,26777.05,28166.18,26754.25
2024-04-24,25917.59,26784.88,25502.32
2024-04-28,24639.63,26005.53,24639.63
2024-04-29,26011.28,26011.28,24639.63
2024-04-30,24448.73,26097.3,24414.02
2024-05-01,25270.55,25295.84,24194.14
2024-05-02,26113.71,26167.86,25189.43
2024-05-07,26429.69,26429.69,25640.11
2024-05-08,25988.93,26939.37,25889.0
2024-05-09,26003.16,26271.51,25845.53
2024-05-12,25155.92,26265.08,24971.34
2024-05-13,25381.25,25388.04,24772.99
2024-05-14,25339.77,25654.34,25216.69
2024-05-15,25316.08,25480.97,25170.47
2024-05-16,26142.84,26165.9,25316.08
2024-05-19,27315.83,27333.91,26142.84
2024-05-20,27228.85,27636.62,27170.62
2024-05-21,27224.8,27615.87,27224.8
2024-05-22,27227.44,27442.67,26963.82
2024-05-23,27205.14,27415.59,27196.78
2024-05-26,27539.21,27584.5,27205.14
2024-05-27,27287.31,27689.14,27276.94
2024-05-28,27194.51,27296.89,26822.88
2024-05-29,27089.68,27391.88,26976.21
2024-05-30,26922.76,27122.26,26683.97
2024-06-02,26869.85,27140.2,26753.7
2024-06-03,26834.47,27003.04,26760.84
2024-06-04,26973.0,27170.91,26834.47
2024-06-05,26634.3,26973.0,26241.88
2024-06-06,26428.65,26656.15,26356.42
2024-06-09,25659.13,26457.59,25652.74
2024-06-10,25896.56,25896.56,25508.57
2024-06-11,26082.29,26350.16,25869.99
2024-06-12,26133.39,26303.47,26037.58
2024-06-13,26417.6,26556.76,26133.39
2024-06-23,27062.37,27087.87,26417.6
2024-06-24,26902.4,27308.21,26902.4
2024-06-25,27264.23,27269.92,26747.87
2024-06-26,27500.56,27600.92,27238.03
2024-06-27,27766.27,27938.98,27499.63
2024-07-01,27969.59,28139.44,27766.27
2024-07-02,27985.89,28174.67,27925.42
2024-07-03,28161.17,28374.37,27985.89
2024-07-04,28364.79,28460.63,28151.67
2024-07-07,28602.14,28864.33,28363.37
2024-07-08,28411.87,28886.74,28344.0
2024-07-09,28466.24,28518.1,28258.93
2024-07-10,28287.98,28702.04,28268.95
2024-07-14,28042.06,28531.84,27997.98
2024-07-15,27952.04,28197.34,27917.53
2024-07-16,27828.92,28094.99,27786.44
2024-07-17,28340.42,28345.92,27828.92
2024-07-18,28653.85,28832.77,28340.42
2024-07-21,28783.24,28896.49,28626.86
2024-07-22,28992.34,29222.19,28783.24
2024-07-23,29195.24,29285.83,28924.59
2024-07-24,29090.57,29375.4,29057.85
2024-07-28,29036.32,29148.17,28949.91
2024-07-29,28851.23,29317.14,28851.23
2024-07-30,29039.42,29039.42,28851.23
2024-07-31,29378.82,29386.84,29039.42
2024-08-01,29359.87,29674.4,29332.43
2024-08-04,28503.63,29359.87,28262.64
2024-08-05,27840.64,28503.63,27125.63
2024-08-06,28210.41,28291.84,27840.64
2024-08-07,28628.19,28628.19,28210.41
2024-08-08,28750.82,28971.02,28488.65
2024-08-11,29532.67,29579.57,28750.82
2024-08-12,29706.7,30007.23,29532.67
2024-08-13,29331.04,29792.04,29304.88
2024-08-14,29567.0,29667.94,29331.04
2024-08-15,29629.14,29833.68,29465.9
2024-08-18,29460.24,29798.38,29409.54
2024-08-19,29320.18,29532.82,29240.01
2024-08-20,29915.24,29915.24,29320.18
2024-08-21,29914.29,30020.32,29756.62
2024-08-22,30141.08,30142.57,29845.01
2024-08-25,30073.95,30196.31,29999.88
2024-08-26,30133.81,30304.76,29952.8
2024-08-27,30363.15,30570.71,30072.37
2024-08-28,30709.59,30742.82,30363.15
2024-08-29,30774.19,30910.31,30614.05
2024-09-01,30902.88,31174.48,30774.19
2024-09-02,30731.98,31221.69,30706.47
2024-09-03,31018.48,31161.86,30722.75
2024-09-04,30998.19,31018.48,30648.74
2024-09-05,31029.7,31177.1,30979.99
2024-09-08,30273.73,31033.57,30273.73
2024-09-09,30374.96,30520.34,30227.11
2024-09-10,30104.35,30511.83,30075.24
2024-09-11,30485.63,30565.1,29803.14
2024-09-12,30497.83,30689.9,30471.66
2024-09-16,30260.24,30711.86,30258.7
2024-09-17,30159.15,30459.87,30126.74
2024-09-18,30342.46,30360.47,30096.97
2024-09-19,30937.69,30937.69,30342.46
2024-09-22,31038.41,31161.15,30937.69
2024-09-23,31022.54,31202.71,30944.45
2024-09-24,30871.1,31087.83,30818.94
2024-09-25,31250.64,31250.64,30871.1
2024-09-26,31276.91,31475.03,31205.35
2024-09-29,31459.09,31580.62,31276.91
2024-09-30,31587.04,31720.84,31444.57
2024-10-01,31866.06,31915.26,31587.04
2024-10-02,31332.73,31866.06,31253.63
2024-10-03,31720.5,31720.5,31332.73
2024-10-07,31819.16,32184.68,31720.5
2024-10-08,30851.63,31820.56,30453.6
2024-10-09,31175.43,31206.34,30654.7
2024-10-10,30762.32,31332.83,30762.32
2024-10-13,29954.12,30884.12,29795.11
2024-10-14,30273.06,30343.53,29676.93
2024-10-15,30584.24,30620.5,30273.06
2024-10-16,30545.11,31039.77,30545.11
2024-10-17,30143.86,30604.91,30100.35
2024-10-20,29528.79,30287.25,29528.79
2024-10-21,30445.2,30445.2,29180.44
2024-10-22,30427.35,30537.27,30220.55
2024-10-23,30414.05,30587.73,30327.55
2024-10-24,30552.82,30627.3,30359.83
2024-10-27,30812.23,30904.96,30552.82
2024-10-28,30773.53,30980.91,30634.32
2024-10-29,30619.96,30856.05,30527.47
2024-10-30,30371.26,30725.27,30371.26
2024-10-31,30658.0,30732.59,30371.26
2024-11-03,30833.13,30978.78,30658.0
2024-11-04,30650.04,31074.49,30650.04
2024-11-05,30793.94,30820.95,30650.04
2024-11-06,31045.26,31120.58,30793.94
2024-11-07,31267.47,31370.65,31045.26
2024-11-10,31394.33,31514.62,31267.47
2024-11-11,31621.29,31621.29,31394.33
2024-11-12,31582.39,31799.44,31489.03
2024-11-13,31433.01,31687.73,31424.67
2024-11-14,31462.21,31582.09,31433.01
2024-11-17,31252.07,31492.51,31205.36
2024-11-18,30864.34,31359.65,30864.34
2024-11-19,30688.3,30898.74,30688.3
2024-11-20,30587.99,30783.53,30503.57
2024-11-21,30631.8,30795.3,30587.99
2024-11-24,30397.22,30779.96,30397.22
2024-11-25,30270.51,30585.38,30169.38
2024-11-26,30284.35,30351.88,30167.29
2024-11-27,29846.04,30300.75,29846.04
2024-11-28,30242.13,30242.13,29763.65
2024-12-01,30497.13,30502.15,30242.13
2024-12-02,30525.32,30675.44,30429.45
2024-12-03,30628.74,30642.46,30525.32
2024-12-04,30832.61,31005.17,30628.74
2024-12-05,30839.57,31035.14,30824.25
2024-12-08,31060.51,31232.73,30839.57
2024-12-09,31005.12,31185.24,30977.11
2024-12-10,30617.83,31067.1,30617.83
2024-12-11,30739.26,30807.78,30581.63
2024-12-12,30795.09,30879.01,30739.26
2024-12-15,30776.0,30835.57,30621.08
2024-12-16,30799.43,30918.19,30682.68
2024-12-17,30601.64,30932.81,30601.64
2024-12-18,30503.07,30807.41,30452.01
2024-12-19,30526.71,30528.42,30211.82
2024-12-22,30372.7,30626.63,30372.7
2024-12-23,30118.38,30443.89,30118.38
2024-12-24,29973.15,30165.45,29810.4
2024-12-25,30005.0,30164.71,29973.15
2024-12-26,29957.97,30039.6,29937.24
2024-12-29,29594.48,30033.84,29594.48
2024-12-30,29325.2,29700.82,29237.94
2024-12-31,29740.58,29740.58,29325.2
2025-01-02,30060.48,30127.45,29740.58
2025-01-05,30183.61,30279.95,30059.96
2025-01-06,29929.64,30238.27,29908.35
2025-01-08,29785.91,29950.54,29669.41
2025-01-09,29444.65,29894.5,29444.65
2025-01-12,29277.45,29444.65,28969.26
2025-01-13,28556.28,29587.41,28556.28
2025-01-14,28967.09,29097.25,28349.98
2025-01-15,29389.93,29389.93,28967.09
2025-01-16,29605.12,29730.63,29389.93
2025-01-19,29728.61,29840.53,29605.12
2025-01-20,29619.39,29857.25,29610.89
2025-01-21,29826.58,29826.58,29607.07
2025-01-22,29979.14,30178.66,29826.58
2025-01-23,29997.69,30258.34,29947.05
2025-01-26,30034.85,30276.52,29995.3
2025-01-27,29742.12,30091.04,29726.66
2025-01-28,29646.6,29900.15,29646.6
2025-01-29,29891.61,29982.32,29646.6
2025-01-30,30010.62,30127.35,29891.61
2025-02-02,29917.96,30198.22,29917.96
2025-02-03,29754.77,30001.23,29698.79
2025-02-04,29668.47,29937.39,29668.47
2025-02-05,29735.59,29772.63,29596.5
2025-02-06,30011.84,30011.84,29735.59
2025-02-09,30014.27,30202.01,29948.52
2025-02-10,29905.41,30224.26,29905.41
2025-02-11,29564.21,29939.86,29453.98
2025-02-12,29661.99,29661.99,29040.92
2025-02-13,29997.11,29997.11,29661.99
2025-02-16,30443.82,30499.93,29997.11
2025-02-17,30436.71,30710.66,30376.61
2025-02-18,30587.81,30616.18,30427.7
2025-02-19,30875.28,30895.11,30587.81
2025-02-20,30914.72,30990.28,30843.12
2025-02-23,31010.25,31054.96,30749.39
2025-02-24,30925.29,31056.36,30824.8
2025-02-25,30654.92,30978.89,30596.21
2025-02-26,30631.95,30810.05,30620.31
2025-02-27,30610.44,30794.95,30561.18
2025-03-02,30857.77,30949.64,30610.44
2025-03-03,30988.51,31095.6,30857.77
2025-03-04,30762.85,31083.42,30762.85
2025-03-05,30876.44,30876.44,30645.36
2025-03-06,30947.44,30975.93,30868.22
2025-03-09,31130.68,31212.02,30947.44
2025-03-10,31137.03,31227.43,31048.89
2025-03-11,30935.23,31137.03,30827.66
2025-03-12,31049.03,31157.07,30935.23
2025-03-13,31290.62,31331.41,31049.03
2025-03-16,31338.34,31549.01,31290.62
2025-03-17,31458.59,31478.63,31244.28
2025-03-18,31608.69,31608.69,31415.71
2025-03-19,31348.47,31653.51,31343.43
2025-03-20,31677.58,31709.42,31348.47
2025-03-23,31933.76,32022.17,31676.62
2025-03-24,31810.98,32073.0,31757.25
2025-03-25,31761.97,31879.23,31761.97
2025-03-26,31744.3,31829.21,31566.28
2025-03-27,32026.14,32026.14,31743.6
2025-04-03,31699.58,32026.14,31606.26
2025-04-06,30639.52,31699.58,30265.82
2025-04-07,30453.94,30639.52,29994.82
2025-04-08,30648.98,30733.64,30384.64
2025-04-09,30079.93,30655.88,30011.24
2025-04-10,30810.7,30810.7,30079.93
2025-04-13,31174.62,31174.64,30793.45
2025-04-14,31182.37,31326.25,31174.62
2025-04-15,31185.03,31287.56,31086.13
2025-04-16,31030.7,31203.61,30927.87
2025-04-17,31062.95,31062.95,30860.7
2025-04-22,30844.18,31077.68,30844.18
2025-04-23,31640.22,31640.22,30844.18
2025-04-27,31855.12,31885.2,31620.62
2025-04-28,32015.02,32048.32,31768.2
2025-04-29,32043.48,32218.68,32015.02
2025-04-30,32126.22,32133.99,31962.83
2025-05-04,32351.66,32432.71,32126.22
2025-05-05,32211.75,32480.47,32204.08
2025-05-06,32285.45,32451.82,32211.75
2025-05-07,31840.44,32476.82,31840.44
2025-05-08,31772.04,31928.92,31636.86
2025-05-11,31427.98,32022.63,31427.98
2025-05-12,31577.01,31863.04,31427.98
2025-05-13,31692.77,31901.26,31577.01
2025-05-14,31827.86,31827.86,31622.56
2025-05-15,31941.15,31941.15,31792.82
2025-05-18,31713.7,32092.48,31706.56
2025-05-19,31355.82,31721.21,31317.24
2025-05-20,31629.34,31650.33,31353.01
2025-05-21,31836.63,31903.08,31529.62
2025-05-22,31975.63,32077.54,31791.63
2025-05-25,32023.89,32100.47,31928.46
2025-05-26,31922.5,32209.41,31899.15
2025-05-27,32397.38,32397.38,31895.92
2025-05-28,32493.89,32638.17,32397.38
2025-05-29,32696.79,32696.79,32316.17
2025-06-01,32500.03,32696.79,32457.54
2025-06-02,32325.12,32520.57,32201.6
2025-06-03,32355.41,32544.77,32325.12
2025-06-04,32677.87,32677.87,32317.92
2025-06-10,32904.06,32942.52,32598.61
2025-06-11,32935.19,33088.11,32879.79
2025-06-12,32511.68,32935.19,32319.81
2025-06-15,31016.0,32511.68,30002.46
2025-06-16,31042.36,31459.91,30826.84
2025-06-17,30725.96,31118.03,30617.68
2025-06-18,30838.98,30894.75,30300.95
2025-06-19,30248.44,30919.28,30248.44
2025-06-22,31055.98,31058.23,29740.7
2025-06-23,31418.74,31466.64,31055.98
2025-06-24,32598.55,32598.55,31418.74
2025-06-25,33002.85,33002.85,32373.52
2025-06-29,33206.76,33357.62,33002.85
2025-06-30,32857.62,33381.0,32857.62
2025-07-01,32707.22,32922.98,32594.5
2025-07-02,32820.49,32920.13,32699.26
2025-07-06,32913.73,32982.14,32820.49
2025-07-07,33037.62,33087.2,32913.73
2025-07-08,33037.62,33037.62,33037.62
2025-07-09,33152.39,33382.9,32888.15
2025-07-10,33324.38,33324.38,33119.53
2025-07-13,33053.47,33412.32,33053.47
2025-07-14,33727.44,33727.44,33042.16
2025-07-15,33934.63,34027.9,33727.44
2025-07-16,33473.77,34089.4,33438.93
2025-07-17,33821.03,33890.89,33473.77
2025-07-20,34071.0,34137.29,33821.03
2025-07-21,34129.59,34323.8,33975.32
2025-07-22,33803.34,34196.15,33803.34
2025-07-23,34125.12,34125.12,33723.13
2025-07-27,34554.24,34554.24,34125.12
2025-07-28,34076.22,34683.0,34046.46
2025-07-29,34085.74,34235.27,33963.93
2025-07-30,33859.68,34352.96,33803.27
2025-07-31,34198.0,34198.0,33859.68
2025-08-03,34272.16,34272.16,34074.47
2025-08-04,34704.51,34722.43,34272.16
2025-08-05,35254.18,35254.18,34704.51
2025-08-06,35480.25,35480.25,35232.25
2025-08-07,35809.36,35907.73,35437.23
2025-08-10,36109.77,36282.71,35809.36
2025-08-11,35908.5,36218.75,35829.44
2025-08-12,36003.65,36039.82,35848.29
2025-08-13,35855.26,36139.22,35635.45
2025-08-14,35576.42,35880.68,35449.52
2025-08-17,35972.77,35974.39,35563.79
2025-08-18,35824.78,36206.86,35824.78
2025-08-19,36100.07,36100.07,35791.17
2025-08-20,35731.83,36221.81,35664.18
2025-08-21,35622.26,35765.88,35523.1
2025-08-24,35811.88,35818.83,35613.91
2025-08-25,35810.57,35995.78,35788.71
2025-08-26,35358.34,35979.02,35358.34
2025-08-27,35676.19,35676.19,35305.52
2025-08-28,35727.19,35824.41,35544.04
2025-08-31,35148.14,35886.13,35113.21
2025-09-01,35158.88,35247.68,34922.17
2025-09-02,35156.93,35290.01,35030.17
2025-09-03,34761.97,35156.93,34711.31
2025-09-07,34455.41,34938.04,34455.41
2025-09-08,34601.53,34762.77,34455.41
2025-09-09,34386.33,34705.85,34217.69
2025-09-10,34670.1,34679.65,34328.68
2025-09-11,34937.44,34939.72,34670.1
2025-09-14,35111.82,35196.98,34937.44
2025-09-15,35165.84,35343.81,35011.96
2025-09-16,34840.82,35221.71,34751.64
2025-09-17,34974.84,35011.17,34707.41
2025-09-18,35403.0,35403.0,34974.84
2025-09-21,35247.04,35500.65,35235.46
2025-09-22,35210.7,35360.93,34925.19
2025-09-23,35328.63,35397.02,35207.54
2025-09-24,35949.12,35949.12,35328.63
2025-09-25,35671.43,35988.95,35671.43
2025-09-28,36166.08,36219.49,35671.43
2025-09-29,36391.0,36391.0,36126.29
2025-09-30,36670.08,36699.76,36391.0
2025-10-01,36769.18,37000.01,36670.08
2025-10-02,36900.7,37035.75,36700.25
2025-10-05,37210.83,37389.17,36900.7
2025-10-06,37094.8,37318.69,36988.46
2025-10-07,37097.37,37203.31,37034.87
2025-10-08,37376.93,37376.93,36957.85
2025-10-12,37378.58,37490.01,37096.31
2025-10-13,37409.85,37611.9,37330.84
2025-10-14,37459.13,37689.99,37409.85
2025-10-15,37654.04,37676.44,37366.39
2025-10-16,37677.19,37858.8,37654.04
2025-10-19,37909.61,38009.6,37677.19
2025-10-20,37975.06,38181.61,37909.61
2025-10-21,37698.49,38089.76,37698.49
2025-10-22,37576.55,37698.49,37550.22
2025-10-23,37687.04,37687.04,37502.87
2025-10-26,38101.96,38170.91,37687.04
2025-10-27,38162.01,38287.56,38049.25
2025-10-28,38304.94,38400.43,38100.54
2025-10-29,38229.53,38360.12,38128.5
2025-10-30,38267.8,38408.3,38130.49
2025-11-02,38082.88,38431.19,38058.58
2025-11-03,38622.84,38622.84,38007.3
2025-11-04,39065.73,39073.26,38622.84
2025-11-05,39132.25,39323.94,38718.76
2025-11-06,39949.66,40101.34,39132.25
2025-11-09,40821.96,40851.32,39949.66
2025-11-10,40427.35,40949.57,40378.02
2025-11-11,40261.16,40613.89,40261.16
2025-11-12,40228.76,40619.27,40185.8
2025-11-13,40190.62,40500.96,40129.78
2025-11-16,41211.27,41342.05,40190.62
2025-11-17,41065.75,41443.1,40911.54
2025-11-18,40501.28,41141.21,40501.28
2025-11-19,40509.16,40581.82,40311.79
2025-11-20,40302.39,40647.77,40302.39
2025-11-23,40445.66,40808.22,40302.39
2025-11-24,39725.26,40572.28,39725.26
2025-11-25,39902.53,40284.34,39725.26
2025-11-26,39537.25,40028.65,39537.25
2025-11-27,40039.24,40049.13,39536.73
2025-11-30,40753.45,40753.45,40039.24
2025-12-01,40693.92,41010.13,40536.09
2025-12-02,40625.63,40991.1,40515.15
2025-12-03,41342.03,41470.85,40625.63
2025-12-04,41499.07,41780.03,41342.03
2025-12-07,41762.43,41850.54,41499.07
2025-12-08,41963.24,42089.84,41762.43
2025-12-09,41940.62,41992.68,41751.57
2025-12-10,42052.79,42088.14,41940.62
2025-12-11,42033.78,42346.18,42015.42
2025-12-14,42065.2,42249.59,41957.6
2025-12-15,42305.36,42624.11,42065.2
2025-12-16,42002.37,42510.92,41986.48
2025-12-17,41504.03,42260.34,41504.03
2025-12-18,40926.86,41760.64,40926.86
2025-12-21,41348.38,41364.98,40926.86
2025-12-22,41102.76,41508.39,41095.7
2025-12-23,41419.32,41419.32,40904.85
2025-12-24,41508.31,41618.02,41396.66
2025-12-25,41253.02,41540.77,41178.18
2025-12-28,41604.74,41667.03,41253.02
2025-12-29,41731.68,41732.27,41549.83
2025-12-30,41689.96,41785.56,41593.55
2025-12-31,41828.97,41979.3,41689.96
